license_type,license_prefix,license_number,name,address,city,township,sanitarian,area,phone
SFE,4781,055022,JIMMY JOHN'S #9030,"3365 WASHTENAW AVE STE D",ANN ARBOR,,Matranga,"Jimmy Johns Chain",734-477-0000
SFE,4781,055400,CHIPOTLE MEXICAN GRILL #955,"3354 WASHTENAW AVE",ANN ARBOR,,Hansell,"Chipotle Chain",734-975-9912
SFE,4781,055403,ARCTIC COLISEUM CONCESSION STAND,"501 COLISEUM DR.",CHELSEA,,Hauck,"01 PB Area Chelsea",734-433-4444
SFE,4781,055405,JOE'S JAVA,"5333 MCAULEY DR",YPSILANTI,ANN ARBOR,Hansell,"St. Joseph's Hospital-AA Chain",734-712-4362
SFE,4781,055421,JETS PIZZA OF CHELSEA,"506 NORTH MAIN ST",CHELSEA,,Pearson,"Jet's Pizza chain",734-433-9700
SFE,4781,056043,JET'S PIZZA,"1298 ANNA J. STEPP",YPSILANTI,YPSILANTI,Pearson,"Jet's Pizza chain",248-629-7328
SFE,4781,056045,NO THAI! 2,"226 N 4TH AVE",ANN ARBOR,,Pearson,"No Thai!",734-213-0808
SFE,4781,056731,ASIAN LEGEND INC,"516 E. WILLIAM",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-622-0750
SFE,4781,057317,FOREST SCHOOL,"1076 ECORSE ROAD",YPSILANTI,,Deedler,"Ypsilanti Community Schools",734-221-1216
SFE,4781,057327,GREENHILLS SCHOOL,"850 GREENHILLS DR.",ANN ARBOR,,Yet,"21 CY Area Kerrytown & AA Twp.",734-769-4010
SFE,4781,057331,STARBUCKS COFFEE #11966,"4585 WASHTENAW AVE",ANN ARBOR,PITTSFIELD,Matranga,"Starbuck's chain",734-973-3105
SFE,4781,057751,BLUE TRACTOR BBQ & BREWERY,"207 E. WASHINGTON",ANN ARBOR,,Kamenec,"Mission Management Chain",734-222-4095
SFE,4781,058141,STARBUCKS COFFEE #13531,"3650 CARPENTER RD.",ANN ARBOR,PITTSFIELD,Matranga,"Starbuck's chain",734-677-2415
SFE,4781,058150,LOYAL ORDER OF THE MOOSE #1253-ANN ARBOR,"10160 JACKSON RD",DEXTER,LIMA,Hauck,"01 PB Area Chelsea",734-433-1132
SFE,4781,058153,BUFFALO WILD WINGS,"216 JAMES L. HART PARKWAY",YPSILANTI,,Sherwin,"Buffalo Wild Wings Chain",734-480-7410
SFE,4781,058156,IHOP,"4221 ELLSWORTH RD",YPSILANTI,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-528-4467
SFE,4781,058158,MULTICULTURE ACADEMY,"5550 PLATT RD",ANN ARBOR,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-677-0732
SFE,4781,058160,MODEL ELEMENTARY SCHOOL (LINCOLN),"8850 WHITTAKER RD.",YPSILANTI,AUGUSTA,Pearson,"Lincoln Consolidated Schools",734-484-7000
SFE,4781,058164,DEXTER HIGH SCHOOL ATHLETIC BOOSTERS,"2200 N PARKER RD",DEXTER,,Sherwin,"Dexter Community Schools",734-424-4240
SFE,4781,058438,LEO'S CONEY ISLAND,"1342 ANNA J STEPP",YPSILANTI,YPSILANTI,Matranga,"Leo's Coney Island Chain",734-547-9202
SFE,4781,059688,BTB CANTINA (BIG TEN BURRITO CANTINA),"1140 S. UNIVERSITY (2ND FLOOR)",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-222-3715
SFE,4781,059689,"ICHIBAN JAPANESE STEAK HOUSE & SUSHI BAR","4641 WASHTENAW AVE",ANN ARBOR,PITTSFIELD,Pearson,"17 CY Area Washtnaw & Carpnter",734-975-0989
SFE,4781,059829,FRANKS PLACE,"104 E. MAIN STREET",MANCHESTER,,Hauck,"08 CH Area Manchest & Briarwod",734-428-8003
SFE,4781,059830,"LEO'S CONEY ISLAND #35","3644 CARPENTER RD, SUITE A",ANN ARBOR,PITTSFIELD,Matranga,"Leo's Coney Island Chain",734-971-2388
SFE,4781,059832,TRAVIS POINTE CC ALL SPORTS CAFE,"2829 TRAVIS POINTE RD",ANN ARBOR,LODI,Deedler,"07 CH Area Saline",734-662-2582
SFE,4781,060043,ACHILLES RESTAURANT,"3075 PACKARD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-971-2020
SFE,4781,060048,ARCTIC BREAKWAY,"501 COLISEUM DR.",CHELSEA,,Hauck,"01 PB Area Chelsea",734-475-9999
SFE,4781,060057,OZONE DROP IN,"102 N. HAMILTON",YPSILANTI,,Pearson,"19 CH Area AA Schls & DepotTwn",734-662-2265
SFE,4781,060338,FULL CIRCLE COMMUNITY CENTER,"750 TOWNER",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-485-2020
SFE,4781,060343,McDONALD'S #24999,"101 BAKER RD",DEXTER,SCIO,Hauck,"McDonalds chain",734-424-0461
SFE,4781,061042,TOYOTA TECH CENTER(YORK) - ARAMARK,"8777 PLATT RD",SALINE,YORK,Deedler,"Toyota",734-277-7553
SFE,4781,061045,SKYLINE HIGH SCHOOL CAFETERIA,"2552 N. MAPLE RD",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,061138,CHIPOTLE MEXICAN GRILL #1158,"858 BRIARWOOD CIRCLE, STE E130",ANN ARBOR,,Hansell,"Chipotle Chain",734-794-0600
SFE,4781,061524,HAIFA FALAFEL,"4585 WASHTENAW AVE STE 2",ANN ARBOR,,Pearson,"09 PB Area Milan & Ecorse/Ford",734-677-4410
SFE,4781,061525,CHIPOTLE MEXICAN GRILL #1219,"235 S. STATE ST.",ANN ARBOR,,Hansell,"Chipotle Chain",734-794-0800
SFE,4781,061526,"LEO'S CONEY ISLAND #34F","6889 STATE ST",SALINE,,Matranga,"Leo's Coney Island Chain",734-944-7100
SFE,4781,061568,SKYLINE HIGH SCHOOL CONCESSIONS,"2552 N. MAPLE",ANN ARBOR,,Kamenec,"19 CH Area AA Schls & DepotTwn",734-994-6515
SFE,4781,062090,MCDONALD'S #2999,"16 ECORSE ROAD",YPSILANTI,YPSILANTI,Hauck,"McDonalds chain",734-485-8416
SFE,4781,062093,PALM PALACE - PITTSFIELD,"2370 CARPENTER RD",ANN ARBOR,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-606-0706
SFE,4781,062376,UMI SUSHI,"3393 PLYMOUTH RD SUITE 200",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-222-0826
SFE,4781,062660,GOLDEN EGG,"2660 WASHTENAW",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-434-0100
SFE,4781,062661Z,DOMINO'S,"401 E. MICHIGAN",SALINE,,Sherwin,"Domino's chain",734-944-4555
SFE,4781,062662,"DOMINO'S PIZZA #1117 / T & R PIZZA","4910 WASHTENAW AVE",ANN ARBOR,,Sherwin,"Domino's chain",734-528-1111
SFE,4781,062663,"DOMINO'S PIZZA #1101 / T & R PIZZA","953 WASHTENAW AVE.",YPSILANTI,,Sherwin,"Domino's chain",734-482-5555
SFE,4781,062909,"EBA (CAFETERIA) C/O DOMINO'S","24 FRANK LLOYD WRIGHT",ANN ARBOR,,Hansell,"21 CY Area Kerrytown & AA Twp.",734-930-7248
SFE,4781,062913,BONE HEADS BAR-B-QUE INC,"10256 WILLIS ROAD",WILLIS,AUGUSTA,Kamenec,"18 CW Area Whittker & Mich Ave",734-461-9250
SFE,4781,062914,COMET COFFEE LLC,"16 NICKELS ARCADE",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-222-0579
SFE,4781,062915,PANERA BREAD # 1366,"777 N. UNIVERSITY",ANN ARBOR,,Kamenec,"Panera Bread Chain",734-332-3402
SFE,4781,062919,NO THAI! 3,"1745 PLYMOUTH RD",ANN ARBOR,,Pearson,"No Thai!",734-663-8080
SFE,4781,063035,JAMAICAN JERK PIT,"314 S THAYER ST",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-585-5278
SFE,4781,063065,GOOD TIME CHARLEYS,"1140 S. UNIVERSITY",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-668-8411
SFE,4781,063098,PANDA HOUSE,"229 N. MAPLE RD.",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-662-1818
SFE,4781,063304,SEOUL GARDEN RESTAURANT,"3125 BOARDWALK",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-997-2121
SFE,4781,063420,BEACH MIDDLE SCHOOL POOL,"445 AD MAYER DRIVE",CHELSEA,,Hansell,"Chelsea Community Schools",734-433-2201
SFE,4781,063421,BIG SKY DINER,"1340 ECORSE ROAD",YPSILANTI,YPSILANTI,Hauck,"09 PB Area Milan & Ecorse/Ford","(734) 481-0525"
SFE,4781,063423,TIO'S ON LIBERTY,"401 E. LIBERTY",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-761-6650
SFE,4781,063424,EVEN HOTEL,"610 HILTON BLVD.",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-761-7800
SFE,4781,064335,"SUBWAY @ WAL-MART/MARUTI FAST FOODS, LLC","7000 EAST MICHIGAN AVE",SALINE,,Sherwin,"Subway chain",734-992-5200
SFE,4781,064394,"MANCHESTER ATHLETIC BOOSTER - FOOTBALL","20500 DUTCH DR.",MANCHESTER,,Hansell,"Manchester Public Schools","(734) 428-9711"
SFE,4781,064395,"MANCHESTER ATHLETIC BOOSTER - GYM","20500 DUTCH DR.",MANCHESTER,,Hansell,"Manchester Public Schools",734-428-7333
SFE,4781,064398,MCDONALD'S RESTAURANT #1992,"4775 WASHTENAW AVE",ANN ARBOR,PITTSFIELD,Hauck,"McDonalds chain",734-434-0434
SFE,4781,064400Z,JOLLY PUMPKIN CAFE AND BREWERY,"311 SOUTH MAIN ST",ANN ARBOR,,Kamenec,"Mission Management Chain",734-604-0977
SFE,4781,064784,ANN ARBOR REGENT HOTEL & SUITES,"2455 CARPENTER RD.",ANN ARBOR,,Matranga,"",734-973-6100
SFE,4781,064792,SAVA'S,"216 S. STATE ST.",ANN ARBOR,,Kamenec,"Sava Chain",734-623-2233
SFE,4781,064796,BRECON VILLAGE MEMORY SUPPORT CENTER,"202 BRECON DRIVE",SALINE,,Yet,"07 CH Area Saline",734-429-1155
SFE,4781,064930,EAST U PROVISIONS - REVIVE/REPLENISH,"619 E. UNIVERSITY AVE",ANN ARBOR,,Kamenec,"Red Hawk chain",734-994-7474
SFE,4781,064935,SUBWAY,"1478 ECORSE ROAD",YPSILANTI,YPSILANTI,Sherwin,"Subway chain",734-482-1176
SFE,4781,064936,MI ZARAPE II LLC,"7025 E MICHIGAN AVENUE",SALINE,,Yet,"18 CW Area Whittker & Mich Ave",734-470-6638
SFE,4781,064939,NAGOMI SUSHI & NOODLE,"1754 PLYMOUTH RD.",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-761-5800
SFE,4781,065177,PILARS CAFE INC.,"2261 W. LIBERTY",ANN ARBOR,,Hauck,"11 RS Area Stadium & Jackson",734-929-4161
SFE,4781,065228,NICK'S ORIGINAL HOUSE OF PANCAKES,"3030 LOHR RD",ANN ARBOR,PITTSFIELD,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-622-6425
SFE,4781,065548,CHEN NEW CHINA INC,"6889 STATE RD., STE D",SALINE,,Yet,"",429-7288
SFE,4781,065798,LAB,"505 E. LIBERTY STE 300",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-277-2444
SFE,4781,065869,TIAN CHU,"613 E. WILLIAM",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-657-5686
SFE,4781,065870,JOE'S JAVA @ SJMH - ANN ARBOR,"5301 EAST HURON RIVER DR.",ANN ARBOR,,Hansell,"St. Joseph's Hospital-AA Chain",734-712-2561
SFE,4781,066047,"NOODLES & COMPANY #8010","320 S. STATE STREET",ANN ARBOR,,Pearson,"Noodles & Co.",734-327-9041
SFE,4781,066049,"NOODLES & COMPANY #8009","3601 WASHTENAW, SUITE A",ANN ARBOR,,Pearson,"Noodles & Co.",734-477-5700
SFE,4781,066158,ANN ARBOR RED ROBIN INC,"575 BRIARWOOD CR.",ANN ARBOR,,Sherwin,"Red Robin Chain",734-997-9550
SFE,4781,066160,TOMUKUN NOODLE BAR,"505 E. LIBERTY ST. STE 200",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-995-8668
SFE,4781,066361,CENTRAL ACADEMY ELEMENTARY,"2455 S. INDUSTRIAL HWY",ANN ARBOR,,Deedler,"Central Academy Chain",734-822-1100
SFE,4781,066758,TASTE OF INDIA,"217 B - S. STATE ST.",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-327-6500
SFE,4781,066759,AMERICAN GRILL INC.,"1450 HOLMES ROAD",YPSILANTI,YPSILANTI,Pearson,"09 PB Area Milan & Ecorse/Ford",734-544-4453
SFE,4781,066762,ZAMAAN CAFE,"3580 PLYMOUTH RD",ANN ARBOR,ANN ARBOR,Deedler,"06 CW Area Plymth Rd, Ypsi",734-213-3350
SFE,4781,067168,AUNTIE ANNE'S PRETZELS,"261 BRIARWOOD CIRCLE",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-213-5702
SFE,4781,067198,YPSILANTI HIGH SCHOOL INDOOR CONCESSION,"2095 PACKARD",YPSILANTI,,Deedler,"Ypsilanti Community Schools",734-221-1216
SFE,4781,067199,YPSILANTI HIGH SCHOOL SHADFORD FIELD,"2095 PACKARD",YPSILANTI,,Deedler,"Ypsilanti Community Schools",734-221-1216
SFE,4781,067360,SALINE MIDDLE SCHOOL OUTDOOR CONCESSION,"7190 MAPLE RD",SALINE,,Yet,"Saline Community Schools",734-401-4350
SFE,4781,067755,REGIONAL CAREER TECHNICAL CENTER @ ARDIS,"2100 ELLSWORTH",YPSILANTI,YPSILANTI,Deedler,"Ypsilanti Community Schools",734-221-1216
SFE,4781,067765,"BIGGBY COFFEE STORE 291 (ATOS, LLC)","1171 S. MAIN ST. STE # 1",CHELSEA,,Deedler,"Biggby Coffee chain",734-562-2183
SFE,4781,067928,"MANCINO'S PIZZA & GRINDERS","2883 CARPENTER ROAD",ANN ARBOR,PITTSFIELD,Yet,"Mancino's chain",734-677-3655
SFE,4781,067929,GRACE FELLOWSHIP CHURCH,"1375 S. HARRIS RD",YPSILANTI,YPSILANTI,Deedler,"",734-480-0077
SFE,4781,068037,FRITA BATIDOS,"117 W WASHINGTON",ANN ARBOR,,Yet,"12 SM Area Dwntwn AA, Wash Ave",734-761-2882
SFE,4781,068168,CEDARS OF DEXTER (THE),"411 CEDARS LANE",DEXTER,,Hansell,"02 VD Area Dexter",313-623-3668
SFE,4781,068280,JOE AND ROSIE,"8074 MAIN ST",DEXTER,,Matranga,"02 VD Area Dexter",734-253-2344
SFE,4781,068456,JOE'S CONEY ISLAND,"6066 RAWSONVILLE ROAD",VAN BUREN TWP,YPSILANTI,Kamenec,"18 CW Area Whittker & Mich Ave",734-482-5847
SFE,4781,068457,SATCHEL'S BBQ LLC,"3035 WASHTENAW AVE",ANN ARBOR,,Hauck,"Satchel's BBQ chain",734-971-5100
SFE,4781,068577,BREWED AWAKENINGS CAFE,"7025 E. MICHIGAN AVE",SALINE,PITTSFIELD,Yet,"07 CH Area Saline",734-316-2084
SFE,4781,068939,DKY SUSHI,"283 S. ZEEB ROAD",ANN ARBOR,SCIO,Hauck,"16 CW Area Jackson, Zeeb, Lohr","(734) 997-9197"
SFE,4781,069026,BLUE LEPRECHAUN,"1220 S. UNIVERSITY, SUITE 109",ANN ARBOR,,Kamenec,"Owner Porikos",734-929-5944
SFE,4781,069028,CALVARY BIBLE CHURCH,"8318 CARPENTER RD",YPSILANTI,YORK,Hauck,"09 PB Area Milan & Ecorse/Ford",734-434-4044
SFE,4781,069117,RAVENS CLUB (THE),"207 S. MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-214-0400
SFE,4781,069178,BLACK PEARL,"302 S. MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-222-0400
SFE,4781,069394,MANI OSTERIA & BAR,"341 EAST LIBERTY",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-769-6700
SFE,4781,069396,BOMBER RESTAURANT,"306 E. MICHIGAN AVENUE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-482-0550
SFE,4781,069754,ANN ARBOR REGENT HOTEL CONFERENCE CENTER,"2525 CARPENTER RD",ANN ARBOR,PITTSFIELD,Matranga,"17 CY Area Washtnaw & Carpnter",734-973-6100
SFE,4781,070026,SUBWAY,"3395 PLYMOUTH RD.",ANN ARBOR,,Sherwin,"Subway chain",734-761-4388
SFE,4781,070180,EAST ARBOR CHARTER ACADEMY,"6885 MERRIT RD",YPSILANTI,YPSILANTI,Hansell,"National Heritage Academies",616-222-1700
SFE,4678,070181Z,EAST MIDDLE SCHOOL,"510 EMERICK",YPSILANTI,,Deedler,"Ypsilanti Community Schools",734-221-1021
SFE,4781,070248,HOPE MEDICAL CLINIC,"518 HARRIET ST.",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-484-2989
SFE,4781,070405,LOS AMIGOS,"625 HILTON BLVD.",ANN ARBOR,,Pearson,"Los Amigos Chain",734-327-0500
SFE,4781,070439,ARBOR PREPARATORY HIGH SCHOOL,"6800 HITCHINGHAM RD.",YPSILANTI,YPSILANTI,Hansell,"National Heritage Academies",616-929-1373
SFE,4781,070503,TMAZ TAQUERIA,"3182 PACKARD RD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-477-6089
SFE,4781,070504,FIRST UNITED METHODIST CHURCH,"9318 MAIN ST.",WHITMORE LAKE,NORTHFIELD,Matranga,"03 PB Area Whit Lke & Wash Ave",810-229-8561
SFE,4781,070660,BRIDGEWATER BANK & TAVERN RESTAURANT,"8452 BOETTNER",BRIDGEWATER,BRIDGEWATER,Hauck,"08 CH Area Manchest & Briarwod",734-429-5875
SFE,4781,070746,QDOBA MEXICAN EATS #2250,"3279 WASHTENAW AVE",ANN ARBOR,,Pearson,"Qdoba Chain",734-973-6393
SFE,4781,070747,QDOBA MEXICAN EATS # 2157,"2252 S. MAIN STREET",ANN ARBOR,,Pearson,"Qdoba Chain",734-332-1489
SFE,4781,071058,ZAMMAN CAFE,"865 W. EISENHOWER PKWY",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-769-1113
SFE,4781,071270,WCCMH DD COMMERCIAL KITCHEN,"2140 E. ELLSWORTH RD",ANN ARBOR,PITTSFIELD,Deedler,"20 CY Area Packard & Eisenhowr",734-544-3050
SFE,4781,071758,PIONEER HIGH SCHOOL FIELD HOUSE,"601 W STADIUM BLVD",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,071862,POTBELLY SANDWICH SHOP 026,"300 S. STATE STEET",ANN ARBOR,,Hansell,"Potbelly Sandwich Works Chain","312-951-0600"
SFE,4781,071863,POTBELLY SANDWICH SHOP 077,"3785 WASHTENAW AVE",ANN ARBOR,,Hansell,"Potbelly Sandwich Works Chain","312-951-0600"
SFE,4781,071864,POTBELLY SANDWICH SHOP 197,"980 W. EISENHOWER (SUITE C)",ANN ARBOR,,Hansell,"Potbelly Sandwich Works Chain","312-951-0600"
SFE,4781,071948,MICHIGAN CREAMERY,"302 S. STATE STREET",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-662-1700
SFE,4781,071949,RED ROCK BARBECUE/ BITTER TRUTH,"207 W. MICHIGAN AVENUE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-340-2381
SFE,4781,071952,INSOMNIA COOKIES #011,"1229 S UNIVERSITY AVE",ANN ARBOR,,Deedler,"04 VD Area UM Campus South",632-6654
SFE,4781,072150,ALLEY BAR,"112 W. LIBERTY",ANN ARBOR,,Yet,"15 SM Area Washngtn, Librty AA",734-662-8757
SFE,4781,072331,CHELA'S RESTAURANT & TAQUERIA,"693 S. MAPLE ROAD",ANN ARBOR,,Matranga,"11 RS Area Stadium & Jackson",734-332-6055
SFE,4781,072377,CHEF RESTAURANT MEDITERRANEAN CUISINE,"1098 N. HURON RIVER DR",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-544-1161
SFE,4781,072642,JR'S CONCESSIONS,"8555 SILVER HILL ROAD",PINCKNEY,DEXTER,Matranga,"02 VD Area Dexter",734-355-0784
SFE,4781,072926,NT FOOD FOUNDRY,"4747 WASHTENAW AVE",ANN ARBOR,PITTSFIELD,Pearson,"",734-585-5499
SFE,4781,073067,TACO BELL #27886,"1085 E MICHIGAN AVE.",YPSILANTI,,Deedler,"Taco Bell chain",734-648-0558
SFE,4781,073069,CURRY ON,"2711 PLYMOUTH RD",ANN ARBOR,,Yet,"",734-418-3175
SFE,4781,073070,SOUTHPOINTE SCHOLARS CHARTER ACADEMY,"10550 GEDDES RD",YPSILANTI,,Hansell,"National Heritage Academies",616-222-1700
SFE,4781,073338,LIVE, THE LAST WORD DBA,"102 S. FIRST ST",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-585-5691
SFE,4781,073342,WURST BAR (THE),"705 W. CROSS ST",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-458-6720
SFE,4781,073343,CONCORDIA UNIVERSITY DINING HALL,"4090 GEDDES ROAD",ANN ARBOR,ANN ARBOR,Yet,"21 CY Area Kerrytown & AA Twp.",734-995-7570
SFE,4781,073396,KNOX PRESBYTERIAN CHURCH,"2065 S WAGNER",ANN ARBOR,SCIO,Sherwin,"11 RS Area Stadium & Jackson",734-761-5669
SFE,4781,073399,APPLEBEE'S #8084,"3819 CARPENTER ROAD",YPSILANTI,,Deedler,"Applebee's Chain",248-262-1000
SFE,4781,073511,RESIDENCE INN BY MARRIOT,"3535 GREEN CT",ANN ARBOR,,Matranga,"06 CW Area Plymth Rd, Ypsi",734-327-0011
SFE,4781,073899,REDIES CENTER FOR REHAB & HEALTHY LIVING,"440 W RUSSELL ST",SALINE,,Yet,"",734-429-1141
SFE,4781,073901,MIKE'S DELI,"114 W. MIDDLE ST",CHELSEA,,Hauck,"01 PB Area Chelsea","(734) 475-5980"
SFE,4781,073955,WYNDHAM GARDEN / EXECUTIVE HOSPITALITY,"2900 JACKSON ROAD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-665-4444
SFE,4781,073958,PANDA EXPRESS #2101,"620 BRIARWOOD CIRCLE D#113",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-994-3696
SFE,4781,074016,CANCUN MEXICAN GRILL,"405 E. MICHIGAN AVENUE",SALINE,,Yet,"07 CH Area Saline",734-429-2262
SFE,4781,074405,COMMUNITY HIGH SCHOOL,"401 N DIVISION",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,074407,PHO HOUSE,"2224 WASHTENAW",YPSILANTI,YPSILANTI,Pearson,"03 PB Area Whit Lke & Wash Ave",
SFE,4781,074408,SMOKEHOUSE 52 BBQ,"125 S. MAIN ST",CHELSEA,,Hauck,"Smokehouse 52 BBQ",734-526-2565
SFE,4781,074412,NO THAI!,"1300 S UNIVERSITY STE #3",ANN ARBOR,,Pearson,"No Thai!",734-222-8080
SFE,4781,074562,CARDAMOM RESTAURANT,"1739 PLYMOUTH RD.",ANN ARBOR,,Yet,"05 VD Area UM Campus Northwest",734-662-2877
SFE,4781,074612,INSOMNIA COOKIES,"733 W CROSS ST",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-632-6654
SFE,4781,074617,STARBUCKS COFEE #15010,"2793 PLYMOUTH RD",ANN ARBOR,,Matranga,"Starbuck's chain",734-332-6118
SFE,4781,074859,KING SHING INC,"2865 CARPENTER ROAD",ANN ARBOR,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-971-8999
SFE,4781,074953,BEARCLAW COFFEE CO.,"9188 N. TERRITORIAL ROAD",DEXTER,,Matranga,"Bearclaw Coffee Chain",734-369-9660
SFE,4781,074955,HUNGRY HOWIES #00072,"3365 WASHTENAW AVE STE J",ANN ARBOR,,Matranga,"Hungry Howie chain",734-929-0072
SFE,4781,074959Z,DOMINO'S PIZZA,"2601 PLYMOUTH ROAD",ANN ARBOR,,Sherwin,"Domino's chain",734-663-3333
SFE,4781,074961,INDEPENDENCE LAKE PARK- BLUE HERON PARK,"3200 JENNINGS RD",WHITMORE LAKE,WEBSTER,Matranga,"03 PB Area Whit Lke & Wash Ave",734-449-4437
SFE,4781,075119,SPORTS BAR WESTSIDE (THE),"5510 JACKSON ROAD",ANN ARBOR,,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",734-668-7800
SFE,4781,075174,CINEMARK,"4100 CARPENTER ROAD",YPSILANTI,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",810-732-6668
SFE,4781,075513,LA CUISINE BERBERE,"1510 N. MAPLE RD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-585-0686
SFE,4781,075621,"NOODLES & COMPANY #8015","2245 W. STADIUM BLVD.",ANN ARBOR,,Pearson,"Noodles & Co.",734-418-7930
SFE,4781,075664,CHICK INN,"501 HOLMES RD",YPSILANTI,YPSILANTI,Pearson,"09 PB Area Milan & Ecorse/Ford",734-483-3639
SFE,4781,075877,BELL TOWER HOTEL,"300 S THAYER",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-769-3010
SFE,4781,075878,DON JUAN,"2135 W. STADIUM BLVD.",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-327-0500
SFE,4781,075928,SIGMA CHI FRATERNITY,"548 S STATE ST",ANN ARBOR,,Sherwin,"04 VD Area UM Campus South",
SFE,4781,076131,EL HARISSA,"1516 N MAPLE RD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-585-0686
SFE,4781,076325,ZOLA BISTRO,"3030 WASHTENAW AVE",ANN ARBOR,,Yet,"",734-477-8088
SFE,4781,076882,BIGGBY COFFEE,"1510 WASHTENAW AVE",YPSILANTI,,Deedler,"Biggby Coffee chain",734-961-7429
SFE,4781,076883,"TIM HORTON'S CAFE & BAKE SHP","2220 WASHTENAW AVE",YPSILANTI,YPSILANTI,Kamenec,"Tim Hortons Chain",734-528-1776
SFE,4781,076885,AVENTURA,"216 E WASHINGTON",ANN ARBOR,,Kamenec,"Sava Chain",734-623-2233
SFE,4781,076886,BIGALORA WOODFIRED CUCINA,"3050 WASHTENAW #112",ANN ARBOR,,Hauck,"",734-971-2442
SFE,4781,077178,BUFFALO WILD WINGS,"3150 BOARDWALK",ANN ARBOR,,Sherwin,"Buffalo Wild Wings Chain",586-781-0591
SFE,4781,077244,STUFD,"505 W. CROSS",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-340-6952
SFE,4781,077312,TOMUKUN KOREAN BBQ,"505 E LIBERTY STE 100",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-369-2602
SFE,4781,077430,KNIGHTS ON LIBERTY,"600 E LIBERTY ST",ANN ARBOR,,Sherwin,"Knight's chain",734-887-6899
SFE,4781,077431,SLURPING TURTLE,"608 E LIBERTY ST",ANN ARBOR,,Sherwin,"04 VD Area UM Campus South",734-887-6868
SFE,4781,077432,SEVA RESTAURANT,"2541 JACKSON RD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-662-1111
SFE,4781,077435,MORNING OWL COFFEE CORP, THE,"9 W. MAIN STREET",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford","(734) 508-6340"
